Name,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Kit Cost,Buy,Sell,Color 1,Color 2,Size,Miles Price,Source,Source Notes,Version,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,Interact,Tag,Outdoor,Speaker Type,Lighting Type,Catalog,Filename,Variant ID,Internal ID,Unique Entry ID
  log extra-long sofa  ,Orange wood,Lumber type,None,Cushions,Yes,Yes,Yes,4,,,Orange,Orange,2x1,NA,Crafting,,1.0.0,garden,living room,log,None,Yes,Sofa,No,Does not play music,No lighting,Not for sale,FtrLogSofaL_Remake_1_0,1_0,4044,EkQmWrsrupAmLtjiF
  baby chair  ,Black,NA,Strawberry,Cushion,No,No,Yes,1,1200,,Black,Colorful,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,child's room,None,None,None,Yes,Chair,No,Does not play music,No lighting,For sale,FtrBabychair_Remake_6_1,6_1,3305,n37p2mDFJtcuqd3rs
  LOG STAKES  ,Orange wood,Lumber type,NA,NA,Yes,Yes,No,1,NFS,,Orange,Beige,1x1,NA,Crafting,,1.0.0,garden,None,log,None,No,Ranch,Yes,Does not play music,No lighting,Not for sale,FtrWoodPile_Remake_1_0,1_0,5973,KoevBbX2ipYx9EpcX
barbell,Red,Plate color,NA,NA,Yes,Yes,No,7,,,Red,Gray,2x1,NA,Crafting,,1.0.0,fitness,None,None,None,No,Sports,No,Does not play music,No lighting,Not for sale,FtrBarbell_Remake_2_0,2_0,4078,x6rceFML9W22FHmbE
  BAMBOO PARTITION  ,Dried bamboo,Bamboo,NA,NA,Yes,Yes,No,3,NFS,2020,Yellow,White,2x0.5,NA,Crafting,,1.0.0,zen-style,None,bamboo,None,No,Screen,No,Does not play music,No lighting,Not for sale,FtrBambooScreen_Remake_1_0,1_0,3553,o455mYY5evSrec8gu
  STALL  ,Light brown,Variation,Colorful,Curtain,Yes,Yes,Yes,3,NFS,,Yellow,Colorful,2x1,NA,Crafting,,1.0.0,shop,party,None,None,No,Shop,Yes,Does not play music,No lighting,Not for sale,FtrFloat_Remake_2_3,2_3,3617,EjP2ucXsshbK5sLhj
  wooden stool  ,Dark wood,Paint color,Orange,Seat,Yes,Yes,Yes,2,,480,Brown,Orange,1x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,Yes,Chair,No,Does not play music,No lighting,Not for sale,FtrWoodenStoolS_Remake_3_1,3_1,3449,WaqS8XXYS4e8cKevr
  GOLF BAG  ,Multicolor,NA,NA,NA,No,No,No,NA,54000,,Colorful,Colorful,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,fitness,None,None,None,No,Sports,No,Does not play music,No lighting,For sale,FtrGolfbag_Remake_3_0,3_0,1632,s6Ga7qeku4As3gJQ2
    RATTAN END TABLE    ,Black,NA,NA,NA,No,No,No,NA,4300,1075,Black,Black,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,living room,None,rattan,None,No,Table,No,Does not play music,No lighting,For sale,FtrRattanTableS_Remake_5_0,5_0,4046,9XgYqBdadrpvAcsPF
upright locker,Black,NA,Notes,Sticker area,No,No,Yes,2,3700,925,Black,Pink,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,school,facility,None,None,Wardrobe,Chest,No,Does not play music,No lighting,For sale,FtrLocker_Remake_2_4,2_4,833,SsNxfnovutoRqEndt
    log round table    ,Dark wood,Lumber type,Quilted,Tablecloth,Yes,Yes,Yes,4,,1800,Brown,Light blue,2x2,NA,Crafting,,1.0.0,garden,living room,log,None,No,Table,Yes,Does not play music,No lighting,Not for sale,FtrLogTableLRound_Remake_0_4,0_4,4043,5ufbAg5bgvaEvaKFb
  BAMBOO DOLL  ,NA,NA,NA,NA,Yes,No,No,NA,,2400,Green,Green,1x1,NA,Crafting,,1.0.0,zen-style,None,bamboo,None,Yes,Toy,No,Does not play music,No lighting,Not for sale,FtrBambooSurprisedbox,NA,3555,bGoF3W3Hv9bpFCb3N
  WOODEN CHEST  ,White wood,Paint color,NA,NA,Yes,Yes,No,3,,1920,Beige,Beige,2x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,Wardrobe,Chest,No,Does not play music,No lighting,Not for sale,FtrWoodenChest_Remake_1_0,1_0,2560,WGNu96owTxSxCbAKc
    UPRIGHT LOCKER    ,Red,NA,Notes,Sticker area,No,No,Yes,2,3700,925,Red,Pink,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,school,facility,None,None,Wardrobe,Chest,No,Does not play music,No lighting,For sale,FtrLocker_Remake_3_4,3_4,833,kqk7vXZR3j5TZ27r7
  rocking chair  ,Black,Lumber type,NA,NA,Yes,Yes,No,2,NFS,,Black,Black,1x1,NA,Crafting,,1.0.0,living room,None,None,None,Yes,Chair,No,Does not play music,No lighting,Not for sale,FtrRockingchair_Remake_4_0,4_0,1103,8K2rL8yxTQJ377G2t
wooden mini table,Dark wood,Paint color,Pink,Tablecloth,Yes,Yes,Yes,2,,720,Brown,Pink,1x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,No,Table,No,Does not play music,No lighting,Not for sale,FtrWoodenTableMini_Remake_3_2,3_2,7133,3YtFhN5XvHijBg3PM
wooden-block chair,Mixed wood,Block color,NA,NA,Yes,Yes,No,1,NFS,720,Brown,Black,1x1,NA,Crafting,,1.0.0,child's room,None,wooden block,None,Yes,Chair,No,Does not play music,No lighting,Not for sale,FtrBlockChairS_Remake_1_0,1_0,2558,hP9f8LDnGTGKpZSeN
    outdoor table    ,White,NA,Dark wood,Table,No,No,Yes,1,2200,,Gray,Brown,2x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,outdoors,None,None,None,No,Table,Yes,Does not play music,No lighting,For sale,FtrOutdoortableM_Remake_0_6,0_6,3946,DhA6GbtZoJtsZaSyp
shell arch,Pink,Shell color,NA,NA,Yes,Yes,No,7,NFS,,Pink,Pink,3x1,NA,Crafting,,1.0.0,ocean,expensive,shell,None,No,Arch,Yes,Does not play music,No lighting,Not for sale,FtrShellArch_Remake_2_0,2_0,3977,h595SqiyMd6S8yeNW
    dj's turntable    ,Pink,NA,Rock logo,Flag,No,No,Yes,4,9300,,Pink,Purple,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,party,concert,None,None,Yes,Musical Instrument,No,Hi-fi,No lighting,For sale,FtrDJbooth_Remake_3_3,3_3,941,WAjTZNn9zWNeAEmkF
  manhole cover  ,Silver,Cover design,NA,NA,Yes,Yes,No,3,NFS,2250,Black,Black,1x1,NA,Crafting,,1.0.0,garden,None,None,None,Yes,Vehicle,Yes,Does not play music,No lighting,Not for sale,FtrManhole_Remake_0_0,0_0,144,BNf6CCMc2wbnKedp5
    PANSY TABLE    ,Red,Flower color,NA,NA,Yes,Yes,No,2,NFS,,Red,Green,1x1,NA,Crafting,,1.0.0,fancy,None,flowers,None,No,Table,No,Does not play music,No lighting,Not for sale,FtrFlowerTableS_Remake_1_0,1_0,7237,ChGiCDZ53KeJR8XPN
  music stand  ,Brown,Body,NA,NA,Yes,Yes,No,2,NFS,960,Brown,White,1x1,NA,Crafting,,1.0.0,music,None,None,None,No,Musical Instrument,No,Does not play music,No lighting,Not for sale,FtrMusicstand_Remake_0_0,0_0,1058,B7YreGpDtQNqjXuLX
  diner counter chair  ,Black,NA,NA,NA,No,No,No,NA,1100,,Gray,Black,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,None,diner,None,Yes,Chair,No,Does not play music,No lighting,For sale,FtrAmeretroCounterchair_Remake_6_0,6_0,4138,Ato9uefGRFTCxBoNF
  rattan stool  ,Brown,NA,NA,NA,No,No,No,NA,2900,725,White,Brown,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,living room,None,rattan,None,Yes,Chair,No,Does not play music,No lighting,For sale,FtrRattanStool_Remake_0_0,0_0,4047,bkb9tRJhMHonAWYjn
low screen,Light brown,NA,Fall,Screen,No,No,Yes,1,870,,Beige,Orange,1x0.5,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,zen-style,None,None,None,No,Japanese Style,No,Does not play music,No lighting,For sale,FtrScreenJapanLow_Remake_0_3,0_3,1029,hGMk2vQcirmh2yAGA
  ELECTRIC GUITAR  ,Cosmo black,NA,Handwritten logo,Sticker area,No,No,Yes,7,,17750,Black,Light blue,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,concert,None,None,None,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,FtrElectricguitar2_Remake_6_5,6_5,1645,5tzcAkfuuNwNczjrE
throwback race-car bed,Red,NA,NA,NA,No,No,No,NA,3800,950,Red,Black,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,child's room,None,throwback,None,Yes,Bed,No,Does not play music,No lighting,For sale,FtrBoyBedS_Remake_0_0,0_0,4759,EmHpbheMrJbYkvcwd
    log round table    ,Dark wood,Lumber type,Bears,Tablecloth,Yes,Yes,Yes,4,NFS,,Brown,Brown,2x2,NA,Crafting,,1.0.0,garden,living room,log,None,No,Table,Yes,Does not play music,No lighting,Not for sale,FtrLogTableLRound_Remake_0_3,0_3,4043,4CKmQcifEFppwSgBG
  rocket lamp  ,Green,NA,NA,NA,No,No,No,NA,,,Green,Yellow,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,Yes,Lamp,No,Does not play music,Fluorescent,For sale,FtrLavalamp_Remake_5_0,5_0,1851,i2XSzh44EjNae6qhw
  blue corner  ,NA,NA,Blue,Ring curtain,No,No,Yes,3,6100,1525,White,Blue,2x2,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,fitness,None,None,sports ring,Yes,Sports,No,Does not play music,No lighting,For sale,FtrRingcornerBlue_Remake_0_2,0_2,7150,XYEQ3TERfDnkS5DTM
  EFFECTS RACK  ,Black,NA,Emblem logo,Sticker area,No,No,Yes,3,6800,,Black,Green,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,concert,facility,None,None,No,Musical Instrument,No,Does not play music,No lighting,For sale,FtrEffectorrack_Remake_0_4,0_4,950,nzecjzwRrer4zWn7D
  ROSE BED  ,Purple,Flower color,NA,NA,Yes,Yes,No,2,,1400,Purple,Green,2x2,NA,Crafting,,1.0.0,fancy,None,flowers,None,Yes,Bed,No,Does not play music,No lighting,Not for sale,FtrFlowerBedW_Remake_1_0,1_0,7235,dbPk29BrZrPQriAJv
LECTURE-HALL DESK,Light brown,NA,NA,NA,No,No,No,NA,,625,Orange,Beige,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,school,None,None,lecture hall,No,Desk,No,Does not play music,No lighting,For sale,FtrTableCollage_Remake_0_0,0_0,2014,tDCo7u5vYpnPAY2f8
PARK CLOCK,Black,NA,NA,NA,No,No,No,NA,NFS,,Black,White,1x1,2400,Nook Miles Shop,,1.0.0,garden,None,None,None,Yes,Clock,Yes,Does not play music,No lighting,Not for sale,FtrParkclock_Remake_0_0,0_0,3595,unRZE27FptDXu3sMg
effects rack,Blue,NA,Chic logo,Sticker area,No,No,Yes,3,6800,1700,Blue,White,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,concert,facility,None,None,No,Musical Instrument,No,Does not play music,No lighting,For sale,FtrEffectorrack_Remake_3_2,3_2,950,arNJ4hFF7YQ8oxuKw
    tatami bed    ,Black,NA,NA,NA,No,No,No,NA,2800,,Black,Green,2x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,zen-style,None,None,None,Yes,Bed,No,Does not play music,No lighting,For sale,FtrTatamiBedS_Remake_2_0,2_0,7391,C5GRaFrfRvcfseFff
  mini diy workbench  ,Brown,Paint color,NA,NA,Yes,Yes,No,4,NFS,2580,Orange,White,1x1,NA,Crafting,,1.0.0,garage,None,None,None,Workbench,Work Bench,No,Does not play music,No lighting,Not for sale,FtrWorkbenchS_Remake_1_0,1_0,3122,DEqvZYgF3AgSrHj4j
  vacuum cleaner  ,Gray,NA,NA,NA,No,No,No,NA,3800,,Gray,Gray,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,Yes,Home Appliances,No,Does not play music,No lighting,For sale,FtrCleaner_Remake_3_0,3_0,907,NpiHgQSzBzsu4nTnT
    simple panel    ,Light brown,NA,Pegboard,Panel design,No,No,Yes,1,,202,Beige,Brown,1x0.5,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,No,Screen,No,Does not play music,No lighting,For sale,FtrScreenSimple_Remake_4_2,4_2,5338,mJ8aLSC6t7ANj6NZi
    WRITING CHAIR    ,Light brown,NA,Yellow,Seat,No,No,Yes,1,1700,425,Yellow,Yellow,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,child's room,None,None,writing,Yes,Chair,No,Does not play music,No lighting,For sale,FtrStudyChair_Remake_1_0,1_0,3702,RHYcctdowY3uC5nJF
    loft bed with desk    ,Light blue,NA,Pink,Bedding,No,No,Yes,3,7700,1925,Light blue,Pink,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,child's room,None,None,None,Yes,Desk,No,Does not play music,No lighting,For sale,FtrBeddesk_Remake_6_5,6_5,3621,eHJHZ9mfJ9L8o7AdK
  pear wardrobe  ,La France,Fruit type,NA,NA,Yes,Yes,No,4,NFS,2600,Green,Beige,1x1,NA,Crafting,,1.0.0,fancy,None,fruits,pear,Wardrobe,Chest,No,Does not play music,No lighting,Not for sale,FtrFruitsClosetLR_Remake_0_0,0_0,1263,ZzP7ZkSRd8MLfRSYG
    wood-burning stove    ,NA,NA,NA,NA,No,No,No,NA,2100,525,Black,Black,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,None,None,None,Yes,Fireplace,No,Does not play music,No lighting,For sale,FtrStoveWood,NA,4117,9khrP3gpYB3chn7ei
  ironing board  ,NA,NA,Triangles,Ironing board,No,No,Yes,1,2300,575,Black,Gray,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,No,Home Appliances,No,Does not play music,No lighting,For sale,FtrIronstand_Remake_0_4,0_4,7531,RBZLQJeKar2LsGMaa
bunk bed,Pink,NA,Striped,Bedding,No,No,Yes,2,,1250,Pink,Blue,2x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,Yes,Bed,No,Does not play music,No lighting,For sale,FtrBunkbed_Remake_6_1,6_1,8298,LhF9LuiXrLa375CWc
    automatic washer    ,Green,NA,NA,NA,No,No,No,NA,4500,,Green,White,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,bathroom,None,None,None,Yes,Home Appliances,No,Does not play music,No lighting,For sale,FtrWashingmachine_Remake_3_0,3_0,2740,xwWJ4q9SvKAkwKAf9
  drinking fountain  ,Brown,Color,NA,NA,Yes,Yes,No,4,,2700,Brown,Brown,1x1,NA,Crafting,,1.0.0,garden,None,None,None,Yes,Playground,Yes,Does not play music,No lighting,Not for sale,FtrDrinkingfountain_Remake_2_0,2_0,2319,S8ToJeHk95jjQKr4z
  frozen partition  ,Ice pink,Illumination,NA,NA,Yes,Yes,No,7,,7400,Pink,Pink,2x0.5,NA,Crafting,,1.0.0,freezing cold,None,frozen,None,No,Seasonal Decor,Yes,Does not play music,No lighting,Not for sale,FtrIceScreen_Remake_2_0,2_0,3498,BQtxTLcQz2BFraSf4
  CHANGING ROOM  ,Green,NA,Red,Curtain,No,No,Yes,2,3700,925,Light blue,Red,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Wardrobe,Shop,No,Does not play music,No lighting,For sale,FtrFittingroom_Remake_7_5,7_5,1816,QAtdxb27ZvSBLs6r3
  diner chair  ,Cream,NA,NA,NA,No,No,No,NA,,400,Beige,White,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,None,diner,None,Yes,Chair,No,Does not play music,No lighting,For sale,FtrAmeretroChairS_Remake_5_0,5_0,4137,TeEgWEsjdwrNCWGrL
natural square table,Shabby,Tabletop,NA,NA,Yes,Yes,No,3,NFS,1980,White,Gray,1x1,NA,Crafting,,1.0.0,garden,None,None,natural,No,Table,Yes,Does not play music,No lighting,Not for sale,FtrGardenTableSNatural_Remake_2_0,2_0,12332,RPinQLoLDsfvJFqM3
    ROBOT HERO    ,Blue,Coating,NA,NA,Yes,Yes,No,50,NFS,,Blue,Black,3x3,NA,Crafting,,1.0.0,child's room,facility,None,None,Yes,Toy,Yes,Does not play music,No lighting,Not for sale,FtrHerorobot_Remake_1_0,1_0,1509,5ATHWvuQh5zTw5j57
    REFRIGERATOR    ,Pink,NA,Rock,Sticker area,No,No,Yes,2,,,Pink,Colorful,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,kitchen,shop,None,None,Wardrobe,Home Appliances,No,Does not play music,No lighting,For sale,FtrRefrigerator_Remake_2_2,2_2,2713,FDwqgsdKDjmD7K7C6
cute vanity,Yellow,NA,NA,NA,No,No,No,NA,5400,1350,Yellow,Orange,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fancy,None,cute,None,Yes,Dresser,No,Does not play music,No lighting,For sale,FtrCuteDresser_Remake_2_0,2_0,4001,djiF4M7fGjwE6XLTf
  REFRIGERATOR  ,Brown,NA,None,Sticker area,No,No,Yes,2,5100,,Brown,Brown,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,kitchen,shop,None,None,Wardrobe,Home Appliances,No,Does not play music,No lighting,For sale,FtrRefrigerator_Remake_5_0,5_0,2713,v8rxsJ2zYK26u9LoW
shell partition,Pearl,Shell color,NA,NA,Yes,Yes,No,7,NFS,8000,White,White,2x1,NA,Crafting,,1.0.0,ocean,None,shell,None,No,Screen,Yes,Does not play music,No lighting,Not for sale,FtrShellScreen_Remake_5_0,5_0,3978,fgiY5nhqYcHHaYzLD
  writing chair  ,White,NA,Blue,Seat,No,No,Yes,1,1700,425,White,Blue,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,child's room,None,None,writing,Yes,Chair,No,Does not play music,No lighting,For sale,FtrStudyChair_Remake_3_1,3_1,3702,MwH3ShvMsd5cK4WYN
wooden double bed,Cherry wood,Paint color,Pink,Bedding,Yes,Yes,Yes,6,NFS,,Orange,Pink,2x2,NA,Crafting,,1.0.0,child's room,living room,wooden,None,Yes,Bed,No,Does not play music,No lighting,Not for sale,FtrWoodenBedW_Remake_2_1,2_1,7132,3GbKBy8wsQfK7Feqc
  tourist telescope  ,Green,NA,NA,NA,No,No,No,NA,NFS,10000,Green,Green,1x1,2000,Nook Miles Shop,,1.0.0,space,facility,None,None,No,Space,Yes,Does not play music,No lighting,Not for sale,FtrTelescopeSightseeing_Remake_0_0,0_0,3078,vgHf4HHXRwLZubQFx
  HOSE REEL  ,Yellow,NA,NA,NA,No,No,No,NA,1400,350,Yellow,Green,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,garden,None,None,None,No,Garden,Yes,Does not play music,No lighting,For sale,FtrHosereel_Remake_1_0,1_0,4113,H9eiQQw7WetkqitJg
  popcorn machine  ,Red,NA,NA,NA,No,No,No,NA,,,Red,Yellow,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,party,None,None,Yes,Shop,Yes,Does not play music,No lighting,For sale,FtrPopcornmachine_Remake_0_0,0_0,1092,xWztdKgqwdpLMsBmE
SHADED FLOOR LAMP,Blue,NA,NA,NA,No,No,No,NA,1700,425,Blue,Gray,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,living room,None,None,None,Yes,Lamp,No,Does not play music,Fluorescent,For sale,FtrLampMount_Remake_1_0,1_0,4572,qbzKhkEheCZTKoude
  birthday table  ,Blue,Variation,NA,NA,No,Yes,No,1,,300,Light blue,Colorful,2x2,NA,Birthday,,1.0.0,party,fancy,None,birthday,Yes,Table,No,Does not play music,Candle,Not for sale,FtrBirthdayTable_Remake_2_0,2_0,3593,MAp95imwPmSqwnFe9
    DRUM SET    ,Cosmo black,NA,Vintage logo,Bass drum head,No,No,Yes,2,5600,1400,Black,Beige,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,concert,None,None,None,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,FtrDrumSet_Remake_1_5,1_5,1803,yBe4uerAv5uHww8XB
  WOODEN TABLE  ,Light wood,Paint color,Blue,Tablecloth,Yes,Yes,Yes,4,NFS,,Beige,Light blue,2x2,NA,Crafting,,1.0.0,child's room,living room,wooden,None,No,Table,No,Does not play music,No lighting,Not for sale,FtrWoodenTableL_Remake_0_3,0_3,3439,DeGcjmd3Thuv3edLn
  DEN CHAIR  ,Black,NA,NA,NA,No,No,No,NA,,,Black,Black,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,den,None,None,den,Yes,Chair,No,Does not play music,No lighting,For sale,FtrDrawingChair_Remake_0_0,0_0,3784,m6Me3BvsHzRzR5upL
    WOODEN MINI TABLE    ,Cherry wood,Paint color,None,Tablecloth,Yes,Yes,Yes,2,NFS,720,Orange,Orange,1x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,No,Table,No,Does not play music,No lighting,Not for sale,FtrWoodenTableMini_Remake_2_0,2_0,7133,G5PCa6MSpudHb5nWS
    elephant slide    ,Pink,NA,NA,NA,No,No,No,NA,4200,,Pink,Pink,2x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,garden,child's room,None,None,No,Playground,No,Does not play music,No lighting,For sale,FtrSlideelephant_Remake_1_0,1_0,86,zLM6uEEcFYyyKJefe
  changing room  ,Blue,NA,Pink,Curtain,No,No,Yes,2,,925,Blue,Pink,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Wardrobe,Shop,No,Does not play music,No lighting,For sale,FtrFittingroom_Remake_5_4,5_4,1816,RGoKqruNBwP9ptwhD
  log chair  ,White wood,Lumber type,None,Cushion,Yes,Yes,Yes,3,NFS,,Beige,Beige,1x1,NA,Crafting,,1.0.0,garden,living room,log,None,Yes,Sofa,No,Does not play music,No lighting,Not for sale,FtrLogSofaS_Remake_2_0,2_0,4039,QrTc74doPhxhHWyqj
rattan low table,Light brown,NA,NA,NA,No,No,No,NA,,725,Yellow,Yellow,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,living room,None,rattan,None,No,Table,No,Does not play music,No lighting,For sale,FtrRattanTableM_Remake_2_0,2_0,4054,g6adSuSRWcySnx2qp
    wedding table    ,Garden,Design,NA,NA,No,Yes,No,2,,1500,Green,Yellow,2x2,NA,Wedding Season,,1.2.0,party,expensive,wedding,None,Yes,Table,No,Does not play music,Candle,Not for sale,FtrWeddingTableL_Remake_2_0,2_0,12406,BzqYYaxr344dH9QmD
  menu chalkboard  ,Red,NA,NA,NA,No,No,No,NA,1800,,Red,Green,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,shop,None,None,None,No,Shop,Yes,Does not play music,No lighting,For sale,FtrMenuboard_Remake_4_0,4_0,1866,vuknAcmcvWrxQsiYd
  changing room  ,Pink,NA,Red,Curtain,No,No,Yes,2,3700,,Pink,Red,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Wardrobe,Shop,No,Does not play music,No lighting,For sale,FtrFittingroom_Remake_6_5,6_5,1816,dt9Xyquyvv5hDKkva
  birthday sign  ,Pink,Variation,NA,NA,No,Yes,No,1,NFS,,Colorful,Pink,2x1,NA,Birthday,,1.0.0,party,fancy,None,birthday,No,Seasonal Decor,No,Does not play music,No lighting,Not for sale,FtrBirthdayBoard_Remake_1_0,1_0,3594,Z6jMmv4a4STw3byZA
  FROZEN BED  ,Ice blue,Illumination,Dark brown,Bedding,Yes,Yes,Yes,8,NFS,9000,Blue,Brown,2x2,NA,Crafting,,1.0.0,freezing cold,None,frozen,None,Yes,Bed,Yes,Does not play music,No lighting,Not for sale,FtrIceBedW_Remake_1_3,1_3,3502,yEj8m7XRz52P88Gk9
