Name,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Kit Cost,Buy,Sell,Color 1,Color 2,Size,Miles Price,Source,Source Notes,Version,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,Interact,Tag,Outdoor,Speaker Type,Lighting Type,Catalog,Filename,Variant ID,Internal ID,Unique Entry ID
drink machine,Blue,NA,Sale,Advertisement panel,No,No,Yes,7,NFS,10000,Blue,Green,1x1,2000,Nook Miles Shop,,1.0.0,shop,facility,None,None,Yes,Facility Decor,Yes,Does not play music,Monitor,Not for sale,FtrDrinkmachine_Remake_1_2,1_2,1802,mXnM5GNSjwfxXcs9y
pants press,Brown,NA,NA,NA,No,No,No,NA,1900,475,Red,Gray,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,facility,None,None,None,Yes,Home Appliances,No,Does not play music,No lighting,For sale,FtrPantspresser_Remake_0_0,0_0,4023,SGdxS8csbrivJWfXq
studio spotlight,Yellow,NA,NA,NA,No,No,No,NA,2100,525,Black,Yellow,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,concert,None,None,Yes,Lamp,No,Does not play music,Spotlight,For sale,FtrLampSpot_Remake_1_0,1_0,7189,zsdt3HxxSsm9w8NTq
clothesline pole,Silver,NA,Fish,Drying shirt,No,No,Yes,1,1100,275,Gray,Light blue,2x0.5,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,garden,bathroom,None,None,No,Supplies,Yes,Does not play music,No lighting,For sale,FtrClotheshorse_Remake_0_2,0_2,1778,6oxsBNTrGjH9F3v86
festive tree,Pink,Design,NA,NA,Yes,Yes,No,2,NFS,1400,Pink,Red,1x1,NA,Crafting,,1.0.0,party,fancy,festive,None,Yes,Seasonal Decor,No,Does not play music,No lighting,Not for sale,FtrTreeXmasS_Remake_3_0,3_0,3991,PsPq3avhppmm3SFtC
Papa bear,Choco,NA,None,Ribbon,No,No,Yes,3,8500,2125,Brown,Brown,2x2,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,fancy,child's room,None,bear,No,Animal,No,Does not play music,No lighting,For sale,FtrBearL_Remake_2_0,2_0,1499,cAYiLiudC5PC875Zq
tree standee,Spring,Season,NA,NA,Yes,Yes,No,3,NFS,1560,Green,Brown,2x1,NA,Crafting,,1.0.0,school,None,None,standee,No,School,No,Does not play music,No lighting,Not for sale,FtrHariboteTree_Remake_0_0,0_0,533,cjwceaxmosbfN5jkj
effects rack,Pink,NA,Rock logo,Sticker area,No,No,Yes,3,6800,1700,Pink,Purple,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,concert,facility,None,None,No,Musical Instrument,No,Does not play music,No lighting,For sale,FtrEffectorrack_Remake_5_3,5_3,950,jEqKHBSkNKfy253JX
cat tower,Navy blue,NA,NA,NA,No,No,No,NA,3000,750,Blue,Beige,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,Yes,Animal,No,Does not play music,No lighting,For sale,FtrCattower_Remake_2_0,2_0,896,JKFcLxQLx7tsBgrMN
loft bed with desk,White,NA,Red stripes,Bedding,No,No,Yes,3,7700,1925,White,Colorful,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,child's room,None,None,None,Yes,Desk,No,Does not play music,No lighting,For sale,FtrBeddesk_Remake_2_7,2_7,3621,GLSvpvHGA8EbSvYFY
rock guitar,Sunburst,NA,Familiar logo,Sticker area,No,No,Yes,2,3100,775,Orange,Black,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,concert,None,None,None,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,FtrElectricguitar1_Remake_0_1,0_1,1644,vLG7Z9ePH3hy55SYi
stall,Green,Variation,Colorful,Curtain,Yes,Yes,Yes,3,NFS,1440,Green,Colorful,2x1,NA,Crafting,,1.0.0,shop,party,None,None,No,Shop,Yes,Does not play music,No lighting,Not for sale,FtrFloat_Remake_3_3,3_3,3617,HSNnnXvFtmoEkg2Nz
sleeping bag,White,NA,NA,NA,No,No,No,NA,1400,350,White,Yellow,2x1,NA,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,outdoors,None,None,None,Yes,Bed,Yes,Does not play music,No lighting,For sale,FtrSleepingbag_Remake_6_0,6_0,1434,5CDunQBfMXhETZFXs
wooden mini table,White wood,Paint color,Pink,Tablecloth,Yes,Yes,Yes,2,NFS,720,White,Pink,1x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,No,Table,No,Does not play music,No lighting,Not for sale,FtrWoodenTableMini_Remake_1_2,1_2,7133,2AARDQE5yj3xpTFho
diner chair,Aquamarine,NA,NA,NA,No,No,No,NA,1600,400,Green,White,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,None,diner,None,Yes,Chair,No,Does not play music,No lighting,For sale,FtrAmeretroChairS_Remake_3_0,3_0,4137,6k4CkXcvFhiApASYs
stone arch,Mossy,Color,NA,NA,Yes,Yes,No,7,NFS,13500,Gray,Green,3x1,NA,Crafting,,1.0.0,garden,None,None,None,No,Arch,Yes,Does not play music,No lighting,Not for sale,FtrRockArch_Remake_1_0,1_0,11941,8JFGZRrTeQhZYAPXv
natural square table,Natural,Tabletop,NA,NA,Yes,Yes,No,3,NFS,1980,Beige,Black,1x1,NA,Crafting,,1.0.0,garden,None,None,natural,No,Table,Yes,Does not play music,No lighting,Not for sale,FtrGardenTableSNatural_Remake_0_0,0_0,12332,TepZwKDQ3NNceA2cQ
tool cart,Pink,NA,NA,NA,No,No,No,NA,2400,600,Pink,Black,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,garage,None,None,None,No,Table,No,Does not play music,No lighting,For sale,FtrToolcart_Remake_5_0,5_0,7528,bjDfkxXMyQZnSkNmE
hammock,White,NA,Colorful,Cloth,No,No,Yes,1,1300,325,White,Colorful,2x1,NA,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,outdoors,None,None,None,Yes,Bed,Yes,Does not play music,No lighting,For sale,FtrHammock_Remake_5_0,5_0,1620,4ZrHCXyFAHZqdyErG
electric guitar,Marine emerald,NA,Cute logo,Sticker area,No,No,Yes,7,71000,17750,Light blue,Pink,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,concert,None,None,None,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,FtrElectricguitar2_Remake_4_7,4_7,1645,Z4Rc9p34tBcy3h8ik
camping cot,Simple pattern,NA,NA,NA,No,No,No,NA,1800,450,White,White,2x1,NA,Starting items,,1.0.0,outdoors,None,None,None,Yes,Bed,Yes,Does not play music,No lighting,For sale,FtrCampbed_Remake_6_0,6_0,4081,qnt5pxqwcM6xciH5k
ironing board,NA,NA,Checkered,Ironing board,No,No,Yes,1,2300,575,Black,Pink,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,No,Home Appliances,No,Does not play music,No lighting,For sale,FtrIronstand_Remake_0_1,0_1,7531,ykjHZyrvfaLxXBTvt
log dining table,Dark wood,Lumber type,Quilted,Placemats,Yes,Yes,Yes,4,NFS,1800,Brown,Light blue,2x2,NA,Crafting,,1.0.0,garden,living room,log,None,No,Table,No,Does not play music,No lighting,Not for sale,FtrLogTableL_Remake_0_4,0_4,4040,6DzbewyBCFbHJGuaF
digital scale,Green,NA,White,Design,No,No,Yes,1,930,232,Green,White,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,bathroom,None,None,None,No,Bathroom Things,No,Does not play music,No lighting,For sale,FtrWeightscale_Remake_5_0,5_0,3307,eoQ4LYwXxLY3NjrgM
simple panel,Gold,NA,Lined panel,Panel design,No,No,Yes,1,810,202,Yellow,White,1x0.5,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,No,Screen,No,Does not play music,No lighting,For sale,FtrScreenSimple_Remake_7_1,7_1,5338,ghpr2p9buZiynqyXW
bunk bed,Blue,NA,Colorful lines,Bedding,No,No,Yes,2,5000,1250,Blue,Yellow,2x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,Yes,Bed,No,Does not play music,No lighting,For sale,FtrBunkbed_Remake_4_4,4_4,8298,PFRCA4APjsnehfMak
wooden chair,Green,Paint color,NA,NA,Yes,Yes,No,1,NFS,720,Green,Green,1x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,Yes,Chair,No,Does not play music,No lighting,Not for sale,FtrWoodenChairS_Remake_5_0,5_0,1913,PA2A6BPZL6kebDaQw
birdhouse,White,Paint color,NA,NA,Yes,Yes,No,2,NFS,840,White,White,1x1,NA,Crafting,,1.0.0,garden,None,None,None,No,Animal,Yes,Does not play music,No lighting,Not for sale,FtrBirdhouse_Remake_5_0,5_0,333,mA7wPnFtCZbWiykEf
clackercart,Pop,Paint color,NA,NA,Yes,Yes,No,2,NFS,960,Red,Yellow,1x1,NA,Crafting,,1.0.0,child's room,None,None,None,No,Toy,No,Does not play music,No lighting,Not for sale,FtrKatakatatoy_Remake_2_0,2_0,80,H37KWzJ8tAdiqRdcJ
rock guitar,Cosmo black,NA,Chic logo,Sticker area,No,No,Yes,2,3100,775,Black,White,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,concert,None,None,None,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,FtrElectricguitar1_Remake_2_2,2_2,1644,6RXWoHBCLb2gfy2vf
wooden table,White wood,Paint color,Orange,Tablecloth,Yes,Yes,Yes,4,NFS,1800,White,Orange,2x2,NA,Crafting,,1.0.0,child's room,living room,wooden,None,No,Table,No,Does not play music,No lighting,Not for sale,FtrWoodenTableL_Remake_1_1,1_1,3439,mZLbrMpdXitFSKZb7
baby chair,Yellow,NA,Paw print,Cushion,No,No,Yes,1,1200,300,Yellow,Colorful,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,child's room,None,None,None,Yes,Chair,No,Does not play music,No lighting,For sale,FtrBabychair_Remake_2_4,2_4,3305,kfty2gGw5RRZSn83e
Bunny Day bed,NA,NA,NA,NA,Yes,No,No,NA,NFS,2400,Colorful,Colorful,2x2,NA,Crafting,,1.1.0a,fancy,None,Bunny Day,None,Yes,Bed,No,Does not play music,No lighting,Not for sale,FtrEggBedW,NA,12414,yKd72kazk4refkgpd
log decorative shelves,White birch,Lumber type,Bears,Mat,Yes,No,Yes,4,NFS,1560,White,Brown,2x1,NA,Crafting,,1.0.0,garden,living room,log,None,No,Shelf,No,Does not play music,No lighting,Not for sale,FtrLogShelf_Remake_3_3,3_3,4036,4LCgow3wH2izXcXFj
wooden stool,Blue,Paint color,Green,Seat,Yes,Yes,Yes,2,NFS,480,Blue,Green,1x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,Yes,Chair,No,Does not play music,No lighting,Not for sale,FtrWoodenStoolS_Remake_6_4,6_4,3449,CbkMdEjHhPWrhgBXe
drum set,Golden yellow,NA,Vintage logo,Bass drum head,No,No,Yes,2,5600,1400,Orange,Beige,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,concert,None,None,None,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,FtrDrumSet_Remake_0_5,0_5,1803,W7tW26QEMaobkH3YB
wooden double bed,Dark wood,Paint color,Green,Bedding,Yes,Yes,Yes,6,NFS,3600,Brown,Green,2x2,NA,Crafting,,1.0.0,child's room,living room,wooden,None,Yes,Bed,No,Does not play music,No lighting,Not for sale,FtrWoodenBedW_Remake_3_3,3_3,7132,aeArHduywzng6qK46
log round table,Orange wood,Lumber type,Southwestern flair,Tablecloth,Yes,Yes,Yes,4,NFS,1800,Orange,Colorful,2x2,NA,Crafting,,1.0.0,garden,living room,log,None,No,Table,Yes,Does not play music,No lighting,Not for sale,FtrLogTableLRound_Remake_1_1,1_1,4043,37a5TfCrWqZDzoWtj
surfboard,White,NA,NA,NA,No,No,No,NA,4100,1025,White,White,1x1,NA,Nook's Cranny,Season sale item,1.0.0,ocean,None,None,None,No,Seaside,Yes,Does not play music,No lighting,For sale,FtrSurfboard_Remake_0_0,0_0,7868,wvi4xxqHm2fpQE24t
log decorative shelves,Dark wood,Lumber type,None,Mat,Yes,Yes,Yes,4,NFS,1560,Brown,Brown,2x1,NA,Crafting,,1.0.0,garden,living room,log,None,No,Shelf,No,Does not play music,No lighting,Not for sale,FtrLogShelf_Remake_0_0,0_0,4036,XP6Mm78G4snmDxzHJ
log dining table,Dark wood,Lumber type,Southwestern flair,Placemats,Yes,Yes,Yes,4,NFS,1800,Brown,Colorful,2x2,NA,Crafting,,1.0.0,garden,living room,log,None,No,Table,No,Does not play music,No lighting,Not for sale,FtrLogTableL_Remake_0_1,0_1,4040,8dQZZwHc2qeFHLtTG
bunk bed,Black,NA,White,Bedding,No,No,Yes,2,5000,1250,Black,White,2x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,Yes,Bed,No,Does not play music,No lighting,For sale,FtrBunkbed_Remake_1_0,1_0,8298,zLxYovJyP2TuyTcSv
claw-foot tub,Red,NA,NA,NA,No,No,No,NA,63000,15750,Red,White,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,bathroom,expensive,None,None,No,Bathtub,No,Does not play music,No lighting,For sale,FtrBathtubCabriole_Remake_2_0,2_0,1757,4refyJMEyTEANwF2C
simple panel,Light gray,NA,Mud wall,Panel design,No,No,Yes,1,810,202,Gray,Beige,1x0.5,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,No,Screen,No,Does not play music,No lighting,For sale,FtrScreenSimple_Remake_0_5,0_5,5338,JiBJCz8nGnbb4MyzS
changing room,Black,NA,Yellow,Curtain,No,No,Yes,2,3700,925,Black,Yellow,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Wardrobe,Shop,No,Does not play music,No lighting,For sale,FtrFittingroom_Remake_4_3,4_3,1816,7ZFbpAqaYgdww3JWc
angled signpost,Shop,Navigation,NA,NA,Yes,Yes,No,1,NFS,600,Beige,Brown,1x1,NA,Crafting,,1.0.0,garden,None,None,None,No,Vehicle,Yes,Does not play music,No lighting,Not for sale,FtrSignpostTilt_Remake_5_0,5_0,7867,QNTrffSxKbCJH3C2s
Statue of Liberty,NA,NA,NA,NA,No,No,No,NA,NFS,2300,Green,Gray,1x1,NA,Gulliver,,1.0.0,folk art,expensive,None,None,Yes,Folk Craft Decor,Yes,Does not play music,Emission,Not for sale,FtrLiberty,NA,693,crNmwc4JvPDDaq7r2
frozen partition,Ice orange,Illumination,NA,NA,Yes,Yes,No,7,NFS,7400,Orange,Orange,2x0.5,NA,Crafting,,1.0.0,freezing cold,None,frozen,None,No,Seasonal Decor,Yes,Does not play music,No lighting,Not for sale,FtrIceScreen_Remake_4_0,4_0,3498,RTBLM4F524qRTxXYX
plastic pool,Polka dots,NA,NA,NA,No,No,No,NA,3100,775,Colorful,Blue,2x2,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,garden,None,None,None,Yes,Garden,Yes,Does not play music,No lighting,For sale,FtrGardenpool_Remake_5_0,5_0,3348,2kAfbGifqd4F2JwvH
loft bed with desk,Black,NA,Light blue,Bedding,No,No,Yes,3,7700,1925,Black,Light blue,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,child's room,None,None,None,Yes,Desk,No,Does not play music,No lighting,For sale,FtrBeddesk_Remake_3_2,3_2,3621,tHKwrAn3PQ26BMaLZ
claw-foot tub,Pink,NA,NA,NA,No,No,No,NA,63000,15750,Pink,White,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,bathroom,expensive,None,None,No,Bathtub,No,Does not play music,No lighting,For sale,FtrBathtubCabriole_Remake_4_0,4_0,1757,6cTZE43QdMv5xQbAe
mush table,Ordinary mushroom,Mushroom type,NA,NA,Yes,Yes,No,3,NFS,1520,Brown,Beige,2x2,NA,Crafting,,1.0.0,garden,None,mush,None,No,Table,Yes,Does not play music,No lighting,Not for sale,FtrMushroomTableL_Remake_0_0,0_0,808,RBrEghiDZo4GdNZAn
flashy-flower sign,Cute,NA,NA,NA,No,No,No,NA,1800,450,Red,White,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,party,None,None,None,No,Shop,Yes,Does not play music,No lighting,For sale,FtrWreath_Remake_1_0,1_0,1243,SCXWsWzbce78LBsQw
outdoor generator,Orange,NA,NA,NA,No,No,No,NA,4900,1225,Black,Orange,1x1,NA,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,outdoors,None,None,None,Yes,Outdoors Decor,Yes,Does not play music,No lighting,For sale,FtrOutdoorgenerator_Remake_4_0,4_0,7526,mWmxQzZJfRjSiJWXp
yucca,Black,NA,NA,NA,No,No,No,NA,2100,525,Black,Green,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,No,Plants,No,Does not play music,No lighting,For sale,FtrPlantYucca_Remake_4_0,4_0,4132,S5Zaa6AusidKoMJ6y
floor seat,Black,NA,Peach,Cushion,No,No,Yes,1,730,182,Black,Pink,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,zen-style,child's room,None,None,Yes,Chair,No,Does not play music,No lighting,For sale,FtrFloorchair_Remake_3_2,3_2,3622,bC3jARDiDXiEkyX4C
illuminated present,Yellow with red ribbon,Light color,NA,NA,Yes,Yes,No,4,NFS,2950,Yellow,Red,1x1,NA,Crafting,,1.0.0,party,fancy,festive,None,Yes,Seasonal Decor,Yes,Does not play music,Fluorescent,Not for sale,FtrIllumiPresent_Remake_0_0,0_0,4108,njZ7bxchHssg5AfPh
effects rack,Blue,NA,None,Sticker area,No,No,Yes,3,6800,1700,Blue,Black,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,concert,facility,None,None,No,Musical Instrument,No,Does not play music,No lighting,For sale,FtrEffectorrack_Remake_3_0,3_0,950,F3LxMkHLeorZiwtbN
OK Motors sign,NA,NA,NA,NA,No,No,No,NA,3000,750,Red,Blue,1x1,NA,Nook Shopping Promotion,"Link Nintendo Account to Pocket Camp, then redeem a 16-digit code on your Nintendo Switch",1.1.0,facility,None,None,None,Yes,Compass,No,Does not play music,Fluorescent,Not in catalog,FtrCompassSignOK,NA,12371,eaqPDaoDNSRvcmcX8
frozen arch,Ice,Illumination,NA,NA,Yes,Yes,No,7,NFS,9000,Light blue,Light blue,3x1,NA,Crafting,,1.0.0,freezing cold,None,frozen,None,No,Arch,Yes,Does not play music,No lighting,Not for sale,FtrIceGate_Remake_0_0,0_0,3499,fEo59F9PRqjurCQyp
loft bed with desk,Pink,NA,Yellow,Bedding,No,No,Yes,3,7700,1925,Pink,Yellow,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,child's room,None,None,None,Yes,Desk,No,Does not play music,No lighting,For sale,FtrBeddesk_Remake_7_4,7_4,3621,9wfQqfT5Jdygx7hqo
stall,Dark brown,Variation,Colorful,Curtain,Yes,Yes,Yes,3,NFS,1440,Brown,Colorful,2x1,NA,Crafting,,1.0.0,shop,party,None,None,No,Shop,Yes,Does not play music,No lighting,Not for sale,FtrFloat_Remake_1_3,1_3,3617,2Ax23WtY6RKeFvf7u
wooden stool,Green,Paint color,Orange,Seat,Yes,Yes,Yes,2,NFS,480,Green,Orange,1x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,Yes,Chair,No,Does not play music,No lighting,Not for sale,FtrWoodenStoolS_Remake_5_1,5_1,3449,PtiGS3dDETJDjTzx2
astronaut suit,NA,NA,NA,NA,Yes,No,No,NA,NFS,6250,White,Black,1x1,NA,Crafting,,1.0.0,space,None,None,None,No,Space,Yes,Does not play music,No lighting,Not for sale,FtrSpacesuit,NA,1445,mBhzWedMXNB5HSrKa
loft bed with desk,Brown,NA,Light blue,Bedding,No,No,Yes,3,7700,1925,Red,Light blue,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,child's room,None,None,None,Yes,Desk,No,Does not play music,No lighting,For sale,FtrBeddesk_Remake_1_2,1_2,3621,2wNeEqjTZeRWYsBfv
ironwood table,Old,Lumber type,NA,NA,Yes,Yes,No,7,NFS,5940,Brown,Black,2x2,NA,Crafting,,1.0.0,living room,None,ironwood,None,No,Table,No,Does not play music,No lighting,Not for sale,FtrIronwoodTableL_Remake_3_0,3_0,3191,2WjyByPY4EBeXcXx9
upright locker,White,NA,None,Sticker area,No,No,Yes,2,3700,925,White,White,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,school,facility,None,None,Wardrobe,Chest,No,Does not play music,No lighting,For sale,FtrLocker_Remake_1_0,1_0,833,fofPasrjf8Zdy39yX
floor light,Orange,NA,NA,NA,No,No,No,NA,2200,550,Orange,Orange,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,facility,concert,None,None,Yes,Lamp,Yes,Does not play music,Spotlight,For sale,FtrGrandlight_Remake_1_0,1_0,7135,DnHBHGGjghcqphJ2C
log decorative shelves,White wood,Lumber type,Quilted,Mat,Yes,Yes,Yes,4,NFS,1560,Beige,Light blue,2x1,NA,Crafting,,1.0.0,garden,living room,log,None,No,Shelf,No,Does not play music,No lighting,Not for sale,FtrLogShelf_Remake_2_4,2_4,4036,sYFYuagAvpkZ5vjdL
antique bureau,Brown,NA,NA,NA,No,No,No,NA,20000,5000,Brown,Brown,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,living room,expensive,antique,None,Yes,Desk,No,Does not play music,No lighting,For sale,FtrAntiqueBureau_Remake_0_0,0_0,3956,eqP7Ro4PzjhZFGMaX
stall,Black,Variation,None,Curtain,Yes,Yes,Yes,3,NFS,1440,Black,Black,2x1,NA,Crafting,,1.0.0,shop,party,None,None,No,Shop,Yes,Does not play music,No lighting,Not for sale,FtrFloat_Remake_6_0,6_0,3617,HETELzhSP3ofcvJfq
floor lamp,White,NA,Yellow design,Lampshade,No,No,Yes,1,1400,350,White,Yellow,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,living room,None,None,None,Yes,Lamp,No,Does not play music,Fluorescent,For sale,FtrLamp_Remake_2_4,2_4,2561,gG3gBF7Z3hCix7swG
diner dining table,Black,NA,NA,NA,No,No,No,NA,6400,1600,Gray,Black,2x2,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,shop,None,diner,None,No,Table,No,Does not play music,No lighting,For sale,FtrAmeretroTableM_Remake_6_0,6_0,4142,SbzFcQxFL9djyNuMm
scattered papers,NA,NA,Manuscript paper,Writing,Yes,No,Yes,2,NFS,400,White,Green,1.5x1.5,NA,Crafting,,1.0.0,den,office,None,None,Yes,Study,No,Does not play music,No lighting,Not for sale,FtrFloorpapers_Remake_0_1,0_1,4034,xRRJPt8PHudoKhdvD
electric guitar,Natural wood,NA,Familiar logo,Sticker area,No,No,Yes,7,71000,17750,Beige,Black,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,concert,None,None,None,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,FtrElectricguitar2_Remake_1_1,1_1,1645,mmkWAbpccxJFfRpdH
hammock,White,NA,Hibiscus flowers,Cloth,No,No,Yes,1,1300,325,White,Light blue,2x1,NA,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,outdoors,None,None,None,Yes,Bed,Yes,Does not play music,No lighting,For sale,FtrHammock_Remake_5_2,5_2,1620,MbtTKfwidKtA9jWvt
stall,Light brown,Variation,Waves,Curtain,Yes,Yes,Yes,3,NFS,1440,Yellow,Blue,2x1,NA,Crafting,,1.0.0,shop,party,None,None,No,Shop,Yes,Does not play music,No lighting,Not for sale,FtrFloat_Remake_2_4,2_4,3617,yFGryFEFiYZ3Bq4Ph
